,weights,cvar,tracking_error,turnover,n_positions,status
2020-09-30,"[ 4.99996841e-02, 4.42130374e-02, 5.00000432e-02, 8.08256468e-03,
  5.71654405e-03, 2.92126733e-03, 2.13054025e-02, 9.56567753e-03,
  3.39479842e-02, 4.74707170e-07,-8.13984787e-07, 1.72168309e-02,
 -3.78054484e-07, 1.97721802e-02, 1.25308835e-02, 5.38608001e-07,
  5.70767776e-07, 2.78458620e-07, 9.05765856e-03, 4.69685349e-02,
  3.94286924e-07, 5.35638867e-04, 6.70927176e-03, 1.89225065e-02,
  2.65812818e-03,-2.50579386e-07, 1.04767956e-02, 1.83614264e-02,
 -2.10714155e-07, 2.65622541e-03, 2.65721403e-02, 2.63384281e-02,
  1.53029495e-02, 6.93331765e-03, 2.08283136e-02, 4.42721918e-02,
  1.00923250e-02, 3.08847901e-02, 2.98499375e-02, 1.75560176e-02,
  1.13874863e-02, 4.99992724e-02, 3.60181991e-02, 1.37131169e-02,
 -2.00014531e-07,-1.61591717e-07, 5.00002740e-02, 2.54655496e-02,
  5.00023750e-02, 7.74795937e-07, 2.80534393e-02,-8.20746303e-09,
  1.88274670e-02, 1.61055205e-04, 4.36889120e-02, 1.28907099e-07,
  3.63907569e-02, 7.77931676e-03, 8.26196715e-03, 9.87804982e-07]",0.002049783218490642,0.001756552257549356,0.26698482615361124,43,optimal
2020-12-31,"[ 4.99998637e-02, 4.42133053e-02, 5.00001896e-02, 5.88963471e-08,
  3.81250929e-02, 2.92146381e-03, 2.61369783e-02, 1.12159714e-02,
  5.00001781e-02, 5.82796493e-08,-1.19326849e-07, 1.72170453e-02,
  8.88377258e-03, 2.37881681e-02, 1.28690077e-02, 2.13808650e-08,
  6.48064273e-08, 1.76474494e-07, 2.04472031e-02, 3.81769680e-02,
  5.73838823e-07, 1.15019545e-02, 2.88176477e-03, 1.19160302e-02,
 -3.26930132e-07, 1.07121135e-02, 1.63693381e-02, 1.83609211e-02,
 -8.29268474e-08, 7.16126909e-03, 9.18711375e-03, 2.74568723e-02,
  2.70431863e-03, 1.05753252e-02, 2.49526813e-02, 3.35453267e-02,
  5.39339619e-04, 2.05105440e-02, 2.98500866e-02, 1.75553672e-02,
  1.13879736e-02, 4.99999058e-02, 2.92146276e-02, 1.19200663e-02,
 -9.85421135e-08, 8.48149303e-08, 5.00000118e-02, 1.50236086e-02,
  4.61994160e-02, 1.03064932e-02, 2.80534471e-02, 2.02778571e-07,
  2.52418602e-03, 1.83980889e-02, 4.36804906e-02, 1.22180740e-02,
  4.60903766e-04, 7.77967360e-03, 8.26205922e-03, 4.79478171e-03]",0.002489195625189395,0.0018743497926118065,0.33218059051755344,46,optimal
2021-03-31,"[ 4.99996419e-02, 5.00002025e-02, 5.00002034e-02, 1.42568549e-07,
  3.81249228e-02,-8.95276653e-08, 2.61363752e-02, 1.54956890e-02,
  4.90991632e-02, 3.66771470e-02,-1.15709950e-07, 1.72168362e-02,
  2.87269456e-02, 2.37880683e-02, 9.05878722e-03,-3.65245081e-08,
  9.52163458e-03, 9.99617638e-08, 7.58121932e-03, 7.82342329e-03,
  2.45700805e-02, 1.15016555e-02, 2.88150968e-03, 1.19160046e-02,
 -9.81126900e-08, 1.07119312e-02, 1.13460356e-02, 8.55101087e-03,
  1.99479928e-02, 2.16442037e-02, 9.18744417e-03, 3.21422123e-02,
  2.02037327e-02, 4.93168106e-03, 2.02066656e-02, 1.69187768e-02,
  5.38301303e-04, 1.07841847e-02, 2.32894472e-02, 1.13678093e-07,
  2.55233354e-02, 8.59010663e-03, 1.53803031e-02,-2.81275445e-07,
  1.17394192e-07, 1.90459809e-02, 5.00001038e-02, 4.92566940e-03,
  4.99994594e-02, 7.79700477e-03, 2.80533905e-02, 3.01090086e-08,
  1.12116581e-02, 1.08946821e-02, 3.37395791e-02, 2.44378520e-02,
  1.84098143e-07, 2.50824683e-02,-2.05458149e-07, 4.79541819e-03]",0.00208026422859182,0.0016491157524522052,0.4649733291917768,47,optimal
2021-06-30,"[ 4.99997446e-02, 4.99999899e-02, 5.00000458e-02,-8.89126533e-08,
  3.81245590e-02, 3.74103200e-03, 3.31110905e-02, 1.37787901e-02,
  4.99999347e-02, 3.66771953e-02,-5.51780717e-08, 1.72167004e-02,
  2.87267639e-02, 2.22088562e-07, 5.37557971e-03,-7.80696171e-09,
  1.11111439e-02, 9.08715987e-03, 7.58083764e-03, 7.82351372e-03,
  3.05721799e-02, 1.20582433e-02, 2.18307860e-03, 1.19157183e-02,
  1.76655193e-02, 7.31564057e-03, 1.13460314e-02, 6.19823094e-03,
  2.24735763e-02, 2.16446190e-02, 9.18744193e-03, 3.22441650e-02,
  2.02037974e-02, 7.81262237e-03, 2.02061736e-02,-1.34609492e-08,
  4.03588881e-03, 1.07842075e-02, 1.35355786e-02, 1.61366504e-02,
  2.55235295e-02, 1.52323871e-03, 2.43823722e-02, 1.26947301e-02,
 -2.41124078e-08, 1.90458463e-02, 5.00000142e-02, 1.49237209e-02,
  3.33173299e-02, 6.63603136e-03, 1.59622390e-02,-6.95759879e-08,
  1.12118184e-02, 1.13667345e-02, 2.96014535e-02, 1.49303683e-02,
  3.82577458e-08, 3.83393749e-02,-1.20018450e-07, 6.67872019e-04]",0.0017799915715649103,0.0014741998776919623,0.23417090039616822,50,optimal
2021-09-30,"[ 4.99998073e-02, 4.99999899e-02, 4.99999595e-02, 2.32045556e-05,
  3.81245082e-02, 3.74103883e-03, 2.96994459e-02, 1.88228227e-02,
  5.00000230e-02, 3.66770477e-02, 1.00330291e-07, 1.72164858e-02,
  3.78610486e-02, 1.98331290e-07,-3.01837436e-07, 7.39087885e-03,
  1.41892977e-02, 1.52884181e-02, 9.20326937e-03, 7.82290577e-03,
  3.28594076e-02, 1.20584065e-02, 2.04215938e-07, 2.69463924e-07,
  1.76658249e-02, 7.31578520e-03, 1.17611865e-02, 6.19879007e-03,
  2.92759484e-02, 2.16449615e-02, 9.18730117e-03, 3.87908134e-02,
  2.02038466e-02, 1.07574934e-02, 7.70217569e-03,-2.09829111e-08,
  4.03590152e-03, 1.07846562e-02, 1.35362832e-02, 1.73467592e-02,
  1.76678691e-02, 1.52342846e-03, 2.43823306e-02, 2.04015790e-02,
  2.12651789e-04, 1.90455957e-02, 4.99998726e-02, 1.18179120e-02,
  2.10620984e-02, 6.63563675e-03, 1.59618137e-02,-1.13374608e-07,
  1.12114511e-02, 1.19942916e-02, 2.69610914e-02, 1.49302883e-02,
 -2.86327663e-08, 3.83392334e-02,-1.41179297e-07, 6.66993387e-04]",0.001677753486993771,0.001294298769439056,0.12250208155562341,48,optimal
2021-12-31,"[ 5.00000532e-02, 5.00000768e-02, 4.75318605e-02, 1.14620006e-02,
  3.81247866e-02, 3.74117067e-03, 2.97001227e-02, 2.69167882e-02,
  5.00000690e-02, 4.09006185e-03, 5.65657295e-03, 1.72169171e-02,
  3.64266858e-02, 1.53182161e-08, 6.38414647e-08, 1.75196946e-02,
  1.41886058e-02, 2.98497779e-02, 9.20432291e-03,-4.30022566e-07,
  3.28592501e-02, 4.48864454e-08, 5.23836644e-08, 6.15447511e-03,
  1.76656119e-02, 7.31586794e-03, 1.17610679e-02, 1.14188292e-02,
  3.94506081e-02,-5.93885564e-08, 2.23856120e-02, 3.87908431e-02,
  2.34527184e-02, 1.07578853e-02, 1.08737135e-02,-4.00821027e-08,
  2.86245318e-03, 1.59589607e-02, 7.85414106e-03, 1.73459035e-02,
  1.79899366e-02, 4.29603401e-03, 1.48724869e-02, 7.41643891e-03,
  2.12176139e-04, 2.12267172e-07, 3.26766586e-02, 2.07461827e-02,
  1.56865668e-02, 1.85115045e-02, 1.59618261e-02,-1.63898301e-07,
  4.07391577e-02, 1.25899723e-02, 2.40680476e-02, 2.39042914e-03,
  1.40214744e-02, 2.16669224e-02, 1.69498898e-02, 6.67092923e-04]",0.0012594420249904077,0.0011442434277515738,0.36243800450618757,49,optimal
2022-03-31,"[ 5.00001003e-02, 3.76404144e-02, 3.65908983e-02, 2.23722320e-02,
  3.81245144e-02, 3.74092937e-03, 1.46181448e-02, 1.76531127e-02,
  5.00000082e-02, 4.09018225e-03, 7.29940792e-04, 2.15038584e-02,
  3.19108982e-02, 2.78743031e-08, 2.49425827e-03, 3.18356863e-03,
  9.66664436e-08, 2.72536823e-02, 9.20492372e-03, 1.04460869e-02,
  3.28590501e-02, 2.19664119e-02, 1.23879018e-02, 1.02064119e-02,
  9.18079014e-03, 2.72618221e-02, 1.17611356e-02, 2.64517553e-02,
  3.60144004e-02, 7.46355917e-09, 2.23857463e-02, 3.87908092e-02,
  2.34530306e-02, 1.07584467e-02, 1.62370166e-02,-1.30986623e-07,
 -4.71903783e-08, 7.98828273e-03, 7.85498286e-03, 4.50079859e-03,
  1.14139130e-02, 1.23190186e-07, 1.16018187e-02, 1.90852436e-02,
  1.86682346e-02, 1.07947916e-02,-4.32762321e-08, 2.07463522e-02,
  2.44124097e-02, 4.88599390e-02, 1.59620806e-02, 5.29791515e-03,
  2.48391130e-02, 1.25896560e-02, 9.30725051e-03, 1.48320595e-02,
  2.19240987e-02, 1.17848927e-02, 4.39858346e-03, 1.18650672e-02]",0.0011229681984750571,0.0010619133099508417,0.4474468764468504,52,optimal
2022-06-30,"[ 5.00001374e-02, 4.19585568e-02, 3.65914555e-02, 2.10913911e-02,
  3.81248750e-02, 3.74125094e-03, 1.92643795e-02, 1.76533938e-02,
  2.77705591e-02, 5.74603129e-09, 7.29911901e-04, 2.17153383e-02,
  4.06230425e-02, 4.87529860e-08, 6.11081189e-03, 3.18363788e-03,
  9.76780299e-08, 2.72532745e-02, 9.20502537e-03, 1.51911944e-02,
  3.28590325e-02, 2.19666293e-02, 1.23874613e-02, 8.49121401e-03,
  9.18071533e-03, 3.14565275e-02, 1.46392668e-02, 1.95532047e-02,
  2.16641260e-07,-9.07721035e-08, 2.23857725e-02, 2.87285339e-02,
  2.34540114e-02, 2.74129083e-02, 2.36314899e-02, 1.19665601e-02,
  7.80399826e-08, 7.98831343e-03, 7.85466064e-03, 1.37576425e-02,
  1.54388017e-02, 3.21606486e-02, 3.79244337e-03, 1.90859506e-02,
  1.01537565e-02, 1.07941359e-02,-3.35907312e-07, 2.07462312e-02,
  2.44126286e-02, 4.68563331e-02, 1.23026309e-02, 1.38398913e-02,
  2.48387140e-02, 1.04254738e-02, 9.30693521e-03, 1.05735305e-02,
  2.19235618e-02, 7.55401534e-03,-2.59107020e-08, 7.87214963e-03]",0.001388053263300857,0.0011971356254586246,0.24665282518196002,51,optimal
2022-09-30,"[ 5.00001341e-02, 4.19586146e-02, 3.12607255e-02, 2.10908511e-02,
  3.81241153e-02, 3.74045464e-03, 1.91039030e-02, 2.25038680e-02,
  2.77707807e-02,-4.46838070e-08, 7.30179509e-04, 1.02697701e-02,
  4.06233870e-02, 1.10033411e-07, 6.98789654e-03, 3.18323176e-03,
  2.24172244e-08, 1.74638123e-02, 9.20518252e-03, 2.31177039e-02,
  3.28593171e-02, 1.79380986e-02, 1.97871087e-02, 3.26312361e-07,
  9.18088201e-03, 3.47582232e-02, 1.46394453e-02, 1.44757446e-02,
  2.36774412e-07,-6.44010346e-08, 4.02484022e-02, 1.89901719e-02,
  3.02746921e-02, 2.74124164e-02, 2.36314946e-02, 2.82377741e-02,
 -2.21659820e-07, 7.98820008e-03, 7.85378275e-03, 2.25089375e-02,
  1.97251450e-02, 1.31799393e-02, 2.34120775e-02, 1.90861167e-02,
  1.56883424e-02, 1.07940940e-02, 5.26262928e-08, 6.85638881e-03,
  2.48024309e-02, 2.60411126e-02, 2.68703186e-02, 1.13042473e-02,
  2.48383598e-02, 1.75697517e-03, 9.30714798e-03, 1.29968968e-02,
  1.50328221e-02, 1.25164403e-02, 5.75364741e-08, 7.87136867e-03]",0.001545351767449229,0.001201594039439823,0.25169543998278043,50,optimal
2022-12-30,"[ 4.12226109e-02, 4.40530129e-02, 3.12608520e-02, 2.17168958e-02,
  3.81242654e-02, 4.38306079e-03, 1.41671523e-02, 1.80366602e-02,
  2.48023716e-02, 7.33558791e-03, 7.29941488e-04, 1.02699764e-02,
  4.06234038e-02,-1.07970646e-07, 9.99323971e-03, 2.66744481e-02,
  4.11256489e-07, 1.74636337e-02, 1.43514644e-02, 2.90792653e-02,
  3.80268876e-02, 1.79402258e-03, 1.26008155e-02, 1.17198419e-07,
  2.28293072e-02, 3.47578901e-02, 8.77386883e-03, 1.50307077e-02,
  6.59851611e-03, 7.58405808e-04, 2.63866830e-02, 2.15766236e-02,
  3.02748171e-02, 2.74120514e-02, 1.96400584e-02, 2.82381389e-02,
  5.74777037e-03, 7.98813762e-03, 7.85354049e-03, 2.25098008e-02,
  1.46805692e-02, 1.31794610e-02, 2.25078396e-02, 8.52536451e-03,
  1.98177229e-02, 1.07940002e-02,-9.06938519e-08, 6.85586476e-03,
  2.29062533e-02, 3.13073828e-02, 2.26417040e-02, 1.13044149e-02,
  2.17805855e-02, 4.08806199e-03, 9.30685126e-03, 1.52715082e-02,
  1.50329112e-02, 8.40662774e-03, 6.34116040e-04, 7.87255176e-03]",0.0016146781175587403,0.0013054014226603116,0.19600864520076494,53,optimal
2023-03-31,"[ 4.12224894e-02, 4.40525513e-02, 4.57809948e-02, 1.85133923e-02,
  2.87678314e-02, 4.38272525e-03, 1.27216569e-02, 2.03038493e-02,
  2.48026888e-02, 7.33577812e-03, 7.30209338e-04, 1.02702984e-02,
  3.10084126e-02, 4.89397349e-08, 2.65442781e-02, 2.66742700e-02,
  2.37416931e-07, 1.50102383e-02, 6.77711786e-03, 2.90791355e-02,
  1.60048460e-02, 5.35060144e-03, 2.08928810e-02, 1.61362330e-07,
  2.28295668e-02, 4.85359343e-02, 8.77422041e-03, 1.39066885e-02,
  5.81870369e-03, 6.83109413e-03, 2.63861766e-02, 2.15763950e-02,
  2.98088926e-02, 2.44123624e-02, 4.69160552e-08, 2.82379681e-02,
  1.04918613e-02, 7.98860388e-03,-2.21232071e-07, 2.25102477e-02,
  8.49179680e-03, 1.31793187e-02, 1.56391492e-02, 1.49186914e-03,
  3.10190377e-02, 1.07941620e-02, 1.88953493e-02, 6.85628637e-03,
  2.24066126e-02, 2.36256347e-02, 2.26419028e-02, 2.23068492e-02,
  1.49411412e-02, 5.52373583e-03, 2.43165565e-02, 1.76539580e-02,
  8.87839246e-03, 7.40845321e-03, 6.34241638e-04, 8.96031775e-03]",0.001515981197619149,0.001317209798321909,0.2616007120068813,53,optimal
2023-06-30,"[ 4.12228054e-02, 4.99997035e-02, 4.07497032e-02, 1.85133079e-02,
  2.87679544e-02, 7.64369885e-03, 1.23934845e-02, 1.95732892e-02,
  2.48026241e-02,-2.32102251e-07, 7.30290696e-04, 3.07696910e-03,
  3.10086518e-02,-5.65869882e-08, 2.65443186e-02, 2.66746835e-02,
  7.74301835e-03, 1.50100756e-02, 6.77711079e-03, 2.90790846e-02,
  2.28373233e-02, 5.35063533e-03, 1.50903366e-02, 1.79540870e-02,
  1.59348158e-02, 4.85359406e-02, 8.77415916e-03, 1.55087243e-02,
  8.82223743e-03, 1.44248791e-02, 1.99710787e-02, 7.92110966e-03,
  2.87936634e-02, 2.77224233e-02, 1.87666550e-07, 2.82376991e-02,
  1.90397502e-02, 7.98855065e-03,-7.42242348e-08, 2.67252738e-02,
  1.06426798e-02, 2.19833332e-02, 1.34734706e-02,-1.35385933e-07,
  2.23484878e-02, 1.07942397e-02, 2.32150029e-02, 6.85630087e-03,
  1.47011200e-02, 2.08793965e-02, 2.26418836e-02, 1.07742782e-02,
 -5.75269455e-08, 1.06109267e-02, 2.79279396e-02, 1.76534361e-02,
  1.10346807e-02,-1.07190680e-07, 1.55594947e-02, 8.96033992e-03]",0.0015533197038093277,0.0012808833358003504,0.22213192720853928,52,optimal
2023-09-29,"[ 4.12231808e-02, 5.00002074e-02, 4.07504997e-02, 1.88139539e-02,
  2.87688831e-02, 7.64462314e-03, 1.23940372e-02, 1.95743701e-02,
  3.57882806e-02,-1.07290299e-07, 6.18914591e-03, 3.07696496e-03,
  2.83552119e-02,-1.77818900e-07, 2.65443913e-02, 2.66749646e-02,
  7.74374981e-03, 1.50078774e-02, 6.77744325e-03, 2.90790039e-02,
  2.28375069e-02, 9.15425347e-04, 1.41183713e-02, 1.92366584e-02,
  2.46818372e-08, 4.85356949e-02, 8.77384477e-03, 2.23351920e-02,
  1.56132757e-02, 3.81793287e-02, 7.71300370e-03, 4.62250538e-03,
  2.87946632e-02, 3.11442040e-02, 2.37837280e-07, 3.64612086e-02,
  1.65073997e-02, 9.60915273e-03, 6.60760325e-08, 2.67254495e-02,
  1.69014788e-02, 1.74601639e-02, 3.39538190e-03, 1.41350637e-07,
  1.87888209e-02, 1.07943288e-02, 1.32376575e-02, 1.31281396e-02,
  1.39737254e-02, 4.73364150e-03, 9.78572133e-03, 1.07739374e-02,
  1.76626636e-07, 4.75545893e-03, 2.79280905e-02, 1.05332207e-02,
  2.81734880e-02, 3.01006223e-03, 2.71357490e-02, 8.96089898e-03]",0.0014371552448519203,0.0012259544516848595,0.22586201700039904,52,optimal
2023-12-29,"[ 4.99997688e-02, 4.99999779e-02, 4.22749505e-02, 2.03568055e-02,
  2.10671158e-02, 7.64532271e-03, 2.97365207e-02, 1.30920931e-02,
  4.37065963e-02,-8.34858505e-08, 6.18887006e-03, 3.07668282e-03,
  4.45300359e-02,-2.61298434e-07, 9.34358714e-03, 3.46791332e-03,
  1.92997036e-02, 4.92732103e-03, 1.76319156e-02, 2.24696838e-02,
  1.64338728e-02, 3.90965519e-02, 2.52962303e-02, 2.67853173e-03,
 -7.63129245e-08, 1.97500248e-02,-3.02189071e-07, 2.23354001e-02,
  1.56134639e-02, 1.19595492e-02, 7.71261056e-03, 4.62265741e-03,
  2.76657559e-02, 3.11446013e-02, 1.24992249e-02, 9.89273456e-03,
  1.65077232e-02, 1.78119651e-02, 3.66097956e-03, 2.67256067e-02,
  2.02743226e-02, 1.74603268e-02, 3.83776384e-03, 3.21232695e-08,
  1.87886383e-02, 1.07944331e-02, 2.55573898e-02, 1.31280658e-02,
  1.39738878e-02,-1.49359556e-07, 7.93264421e-03, 1.07745556e-02,
  7.71642067e-03, 2.97391187e-08, 2.79282242e-02, 1.88345679e-02,
  2.35018409e-02, 1.55871919e-02, 3.47269804e-02, 8.96120887e-03]",0.0014268710946724681,0.001267253320741183,0.40347237955098914,53,optimal
2024-03-28,"[ 4.99994460e-02, 5.00002384e-02, 4.22744443e-02, 3.42312812e-02,
  2.10670232e-02, 6.25540590e-03, 2.97363780e-02, 1.79501041e-02,
  4.37069216e-02, 4.14511041e-08, 1.37923857e-02, 2.38059052e-02,
  3.28701652e-02,-1.07891294e-07, 1.69144334e-02, 6.88946782e-03,
  1.93000095e-02, 4.92719535e-03, 2.55225379e-02, 1.95972503e-02,
  1.67056977e-02, 3.90959540e-02, 2.52959216e-02, 3.18560594e-03,
 -1.20062742e-07, 3.38863198e-03,-2.02867543e-07, 1.12045230e-02,
  1.56134919e-02, 5.10924444e-03, 1.85596550e-08, 3.17035182e-03,
  1.80318297e-02, 2.96444058e-02, 2.22289420e-02, 9.89266142e-03,
  1.12357060e-02, 1.78123818e-02, 3.66106901e-03, 7.14083039e-03,
  1.57032968e-02, 1.74602795e-02, 1.02063076e-02, 4.68622103e-08,
  2.14028067e-02, 1.07944375e-02, 2.55574794e-02, 1.20767192e-02,
  3.24056669e-02, 3.42220046e-03, 7.93292756e-03, 1.07749696e-02,
  7.71680236e-03, 6.97676415e-03, 2.79282746e-02, 1.03111018e-02,
  2.35011771e-02, 1.41287410e-02, 3.47267746e-02, 5.71575538e-03]",0.001303275542615902,0.0010952347481964354,0.22854696325876014,54,optimal
2024-06-28,"[ 4.99999258e-02, 5.00001910e-02, 2.33553321e-02, 4.99996699e-02,
  2.10670914e-02, 3.25933095e-02, 2.88209121e-02, 2.53492712e-02,
  4.37070206e-02,-6.05057729e-08, 5.76900815e-04, 2.62731324e-02,
  3.12236679e-02,-2.63198480e-08, 1.69145249e-02, 6.88982011e-03,
  2.06011461e-02, 1.21594007e-02, 2.15422550e-02, 2.38069952e-02,
  1.67059004e-02, 3.13914903e-02, 2.52963541e-02, 3.18523675e-03,
  3.22356111e-03, 9.01903895e-03, 8.86398072e-03, 2.06707061e-03,
  1.56132071e-02, 3.53865039e-03, 2.78432717e-08, 3.17048449e-03,
  1.80319220e-02,-4.70010948e-09, 1.71274330e-02, 1.82375015e-02,
  2.27049886e-02, 1.50381839e-02, 3.66120508e-03,-1.60403186e-07,
  6.04102581e-03, 1.88368992e-07, 1.02065416e-02, 1.69403180e-03,
  3.52310523e-02, 5.00002189e-02, 2.55576944e-02, 6.00295421e-03,
  3.86432359e-02, 1.04668075e-02, 7.93263132e-03, 4.21654096e-03,
  7.71677918e-03, 1.93948696e-03, 2.79290221e-02,-8.97342602e-08,
  1.02155841e-02, 1.41289204e-02, 4.03210620e-02,-2.38003875e-07]",0.0015897297664099366,0.0011232839244054204,0.3517123921111411,51,optimal
2024-09-30,"[ 4.99992871e-02, 4.99998353e-02, 2.33556516e-02, 5.00001673e-02,
  2.10671829e-02, 3.13719560e-02, 3.05090505e-02, 2.42810541e-02,
  2.55504150e-02,-3.98799114e-09,-2.84478095e-07, 2.62725373e-02,
  3.12227956e-02,-1.57426799e-07, 1.47090121e-02, 7.98686964e-03,
  3.08259843e-02, 4.87691480e-03, 1.20556996e-02, 2.38060658e-02,
  2.15244824e-02, 3.13908856e-02, 1.61615114e-02, 3.94357184e-03,
  1.66565059e-02, 9.01924355e-03, 8.86384898e-03, 2.06661891e-03,
  1.26749887e-02, 3.53795827e-03, 2.65303804e-08,-1.11412927e-07,
  2.46282949e-02, 2.20493004e-07, 1.45713791e-02, 1.82378210e-02,
  2.27044085e-02, 1.50378786e-02, 1.15049923e-02, 2.72133787e-03,
  6.04142044e-03,-2.81972029e-07, 6.41369803e-03,-2.57265444e-07,
  3.52303425e-02, 4.20953978e-02, 2.55577513e-02, 2.25028458e-03,
  4.99994756e-02, 2.51641352e-02, 7.93249678e-03, 2.66652369e-07,
  8.70673450e-03, 8.29369678e-03, 2.79288471e-02, 5.81176477e-03,
  1.02160026e-02, 4.90155471e-03, 4.03206535e-02, 1.24142219e-07]",0.00150434490827933,0.0012317919473060468,0.17678815693621178,50,optimal
2024-12-31,"[ 5.00010911e-02, 4.99998811e-02, 3.45392947e-02, 5.00003297e-02,
  2.10668225e-02, 3.13715869e-02, 3.05079997e-02, 2.33200194e-02,
  2.55507029e-02,-1.53559748e-07,-1.00245528e-07, 2.68104565e-02,
  6.58483177e-03, 5.25717874e-03, 1.47093362e-02, 3.25625979e-02,
  3.08253244e-02, 4.87665145e-03, 1.50740907e-02, 2.38055737e-02,
  2.36229489e-02, 3.01542896e-02, 1.49299937e-02, 1.10193282e-02,
  9.23346717e-03, 9.01919340e-03, 8.86345589e-03, 2.06677907e-03,
  2.13532955e-02, 3.53731503e-03, 3.67171698e-03, 3.54201604e-04,
  2.25486126e-02, 1.19105566e-02, 1.45715599e-02, 1.95834883e-02,
  2.94820414e-02, 1.50380038e-02, 3.89993260e-02,-6.37346554e-07,
 -2.20056798e-07,-5.99705002e-08, 8.45300393e-03, 1.61887472e-08,
  3.52306714e-02, 2.81323971e-02, 2.55576852e-02,-1.30080089e-07,
  1.60410785e-02, 3.02926997e-02, 7.93276614e-03, 5.74639230e-05,
  2.83413135e-02, 8.29295888e-03, 1.16627680e-02, 2.02668486e-03,
  4.16270236e-03, 2.65455631e-03, 2.43390650e-02, 1.31109241e-07]",0.0015976432412528178,0.0012363353089408454,0.2816870857692479,50,optimal
